row_index,biet_duoc,link_slot,url,file_id,status,http_status,local_path,file_size
803,Nexium 40mg IV,1,https://drive.google.com/drive/folders/1j87xWwY-FKBvyipd2eX2S5FsgXd9YG0n,,no_file_id,,,0
804,Espumisan L,1,https://drive.google.com/file/d/1JyIp4ef6atgRi8f85WxmdqjRPhcRviX7/view?usp=drive_link,1JyIp4ef6atgRi8f85WxmdqjRPhcRviX7,ok,200,dataset\hdsd_raw\0804_Espumisan_L_1_1JyIp4ef6atgRi8f85WxmdqjRPhcRviX7.pdf,58729
805,Nitromint,1,https://drive.google.com/file/d/1o8sLu4cI9PeBCI8mlzHL_k2CisvGu8e4/view?usp=drive_link,1o8sLu4cI9PeBCI8mlzHL_k2CisvGu8e4,ok,200,dataset\hdsd_raw\0805_Nitromint_1_1o8sLu4cI9PeBCI8mlzHL_k2CisvGu8e4.pdf,3124366
806,"Exforge 5/80mg, 10/160mg",1,https://drive.google.com/file/d/1pxlllA4-PnZy6duPdnjbQK8LG0PC2E9t/view?usp=sharing,1pxlllA4-PnZy6duPdnjbQK8LG0PC2E9t,bad_response:text/html,404,,0
807,"Exforge HCT 5/160/12,5mg, 10/160/12,5mg, 10/320/25mg",1,https://drive.google.com/file/d/12ayXyfGcELEirF7UUWkGCetsR9Nq09vX/view?usp=sharing,12ayXyfGcELEirF7UUWkGCetsR9Nq09vX,ok,200,dataset\hdsd_raw\0807_Exforge_HCT_5_160_12_5mg_10_160_12_5mg_10_320_25mg_1_12ayXyfGcELEirF7UUWkGCetsR9Nq09vX.pdf,17333076
808,Pulmicort respules,1,https://drive.google.com/file/d/1CejmjxKJ6rP7XOCnfanIy33sjIyle5DA/view?usp=sharing,1CejmjxKJ6rP7XOCnfanIy33sjIyle5DA,ok,200,dataset\hdsd_raw\0808_Pulmicort_respules_1_1CejmjxKJ6rP7XOCnfanIy33sjIyle5DA.pdf,2149861
809,Davertyl,1,https://drive.google.com/file/d/10106oB_T50Z3Y3TvGYMcdNOy6iv7ejvC/view?usp=drive_link,10106oB_T50Z3Y3TvGYMcdNOy6iv7ejvC,ok,200,dataset\hdsd_raw\0809_Davertyl_1_10106oB_T50Z3Y3TvGYMcdNOy6iv7ejvC.pdf,586692
810,PAPAVERIN 2%,1,https://drive.google.com/file/d/18N-hoPuw3S9mWHb_2eeo2bAw_qcp8auD/view?usp=drive_link,18N-hoPuw3S9mWHb_2eeo2bAw_qcp8auD,ok,200,dataset\hdsd_raw\0810_PAPAVERIN_2_1_18N-hoPuw3S9mWHb_2eeo2bAw_qcp8auD.pdf,1351413
811,Digoxin/Anfarm,1,https://drive.google.com/file/d/1V0X6OVTjP8gcuRNbTSiBREorQmkSg1dw/view?usp=drive_link,1V0X6OVTjP8gcuRNbTSiBREorQmkSg1dw,ok,200,dataset\hdsd_raw\0811_Digoxin_Anfarm_1_1V0X6OVTjP8gcuRNbTSiBREorQmkSg1dw.pdf,9284992
812,Diamicron MR 60mg,1,https://drive.google.com/file/d/1wevIOEtJYFoFPDaVk00aV7ri21jJqQK8/view?usp=drive_link,1wevIOEtJYFoFPDaVk00aV7ri21jJqQK8,ok,200,dataset\hdsd_raw\0812_Diamicron_MR_60mg_1_1wevIOEtJYFoFPDaVk00aV7ri21jJqQK8.pdf,9752963
813,Panangin,1,https://drive.google.com/file/d/1wrIN5tsCjjRD4_5zAhPo6hali579-Lo4/view?usp=sharing,1wrIN5tsCjjRD4_5zAhPo6hali579-Lo4,ok,200,dataset\hdsd_raw\0813_Panangin_1_1wrIN5tsCjjRD4_5zAhPo6hali579-Lo4.pdf,591260
814,Dembele,1,https://drive.google.com/file/d/1pF8w2mXIqqiy8uPqNP4NqXj_vxPMH2I_/view?usp=sharing,1pF8w2mXIqqiy8uPqNP4NqXj_vxPMH2I_,ok,200,dataset\hdsd_raw\0814_Dembele_1_1pF8w2mXIqqiy8uPqNP4NqXj_vxPMH2I_.pdf,3406976
816,Ciprobay viên,1,https://drive.google.com/file/d/1GkVBWZ4UC6XFimbt2YSuKFaghxMGzspL/view?usp=sharing,1GkVBWZ4UC6XFimbt2YSuKFaghxMGzspL,ok,200,dataset\hdsd_raw\0816_Ciprobay_viên_1_1GkVBWZ4UC6XFimbt2YSuKFaghxMGzspL.pdf,442150
817,"Coveram 5/5, 5/10, 10/5, 10/10",1,https://drive.google.com/file/d/1bl6ACy40D2OinmvGsH0cV1Alogm0u8-2/view?usp=sharing,1bl6ACy40D2OinmvGsH0cV1Alogm0u8-2,ok,200,dataset\hdsd_raw\0817_Coveram_5_5_5_10_10_5_10_10_1_1bl6ACy40D2OinmvGsH0cV1Alogm0u8-2.pdf,6171790
818,Silvasten 20/10mg,1,https://drive.google.com/file/d/1E30_wKx5o_46nUoZJDaHjVcaj-VY9zIS/view?usp=sharing,1E30_wKx5o_46nUoZJDaHjVcaj-VY9zIS,ok,200,dataset\hdsd_raw\0818_Silvasten_20_10mg_1_1E30_wKx5o_46nUoZJDaHjVcaj-VY9zIS.pdf,9065048
819,SaVi Valsartan 160,1,https://drive.google.com/file/d/1PitZk96SBDTAF3nUJFflHf6y-7dmqCS9/view?usp=sharing,1PitZk96SBDTAF3nUJFflHf6y-7dmqCS9,ok,200,dataset\hdsd_raw\0819_SaVi_Valsartan_160_1_1PitZk96SBDTAF3nUJFflHf6y-7dmqCS9.pdf,3135549
820,"Savi Valsartan Plus HCT 80/12,5mg",1,https://drive.google.com/file/d/1oQ-QlvCwy469fCJZmNlYesHYSpB4oCWe/view?usp=sharing,1oQ-QlvCwy469fCJZmNlYesHYSpB4oCWe,ok,200,dataset\hdsd_raw\0820_Savi_Valsartan_Plus_HCT_80_12_5mg_1_1oQ-QlvCwy469fCJZmNlYesHYSpB4oCWe.pdf,1687410
821,"Concor cor 2,5mg",1,https://drive.google.com/file/d/1XZXlEFWbIZwFs-UMTP5gjAAEQyl9Amr7/view?usp=sharing,1XZXlEFWbIZwFs-UMTP5gjAAEQyl9Amr7,ok,200,dataset\hdsd_raw\0821_Concor_cor_2_5mg_1_1XZXlEFWbIZwFs-UMTP5gjAAEQyl9Amr7.pdf,4562079
822,Combivent,1,https://drive.google.com/file/d/1McfyoeRysZIyz9U05X-CA6LDZqgOtUcB/view?usp=drive_link,1McfyoeRysZIyz9U05X-CA6LDZqgOtUcB,bad_response:text/html,404,,0
823,TENADOL,1,https://drive.google.com/file/d/1qGCGDDCrmpWsIGXCGg0SEQNuvMRpD8Ft/view?usp=drive_link,1qGCGDDCrmpWsIGXCGg0SEQNuvMRpD8Ft,ok,200,dataset\hdsd_raw\0823_TENADOL_1_1qGCGDDCrmpWsIGXCGg0SEQNuvMRpD8Ft.pdf,3315158
824,Tavanic 500mg (viên),1,https://drive.google.com/file/d/1TzcAdUh9dLDM5fO80I_IlJLC9M5GtmEQ/view?usp=sharing,1TzcAdUh9dLDM5fO80I_IlJLC9M5GtmEQ,ok,200,dataset\hdsd_raw\0824_Tavanic_500mg_viên_1_1TzcAdUh9dLDM5fO80I_IlJLC9M5GtmEQ.pdf,353832
824,Tavanic 500mg (viên),2,https://drive.google.com/file/d/166AgY47t8966m2Nug51R5R3HfanfmnCN/view?usp=drive_link,166AgY47t8966m2Nug51R5R3HfanfmnCN,bad_response:text/html,404,,0
825,Co-Diovan,1,https://drive.google.com/file/d/10zVQ1kTS4BPOyrNvZhhBlZ2b0oGTkAY2/view?usp=sharing,10zVQ1kTS4BPOyrNvZhhBlZ2b0oGTkAY2,ok,200,dataset\hdsd_raw\0825_Co-Diovan_1_10zVQ1kTS4BPOyrNvZhhBlZ2b0oGTkAY2.pdf,12457137
826,Telorssa 100mg/5mg,1,https://drive.google.com/file/d/1w-jiN8gjflhFZjT6PnA_aicLd-Bgy-ce/view?usp=sharing,1w-jiN8gjflhFZjT6PnA_aicLd-Bgy-ce,ok,200,dataset\hdsd_raw\0826_Telorssa_100mg_5mg_1_1w-jiN8gjflhFZjT6PnA_aicLd-Bgy-ce.pdf,14057185
827,Tunadimet,1,https://drive.google.com/file/d/12Ei587-Lzho8nOyHGF8IqZ2_TuMx81UV/view?usp=sharing,12Ei587-Lzho8nOyHGF8IqZ2_TuMx81UV,ok,200,dataset\hdsd_raw\0827_Tunadimet_1_12Ei587-Lzho8nOyHGF8IqZ2_TuMx81UV.pdf,1874488
827,Tunadimet,2,https://drive.google.com/file/d/16KZovJUVy87xxq1lqogbHeZU-2Lve3lf/view?usp=sharing,16KZovJUVy87xxq1lqogbHeZU-2Lve3lf,ok,200,dataset\hdsd_raw\0827_Tunadimet_2_16KZovJUVy87xxq1lqogbHeZU-2Lve3lf.pdf,1976213
828,Cozaar XQ,1,https://drive.google.com/file/d/17Uy4fBNp8lAcSmJ0Ujc2cxbQ1xXVKHcf/view?usp=sharing,17Uy4fBNp8lAcSmJ0Ujc2cxbQ1xXVKHcf,ok,200,dataset\hdsd_raw\0828_Cozaar_XQ_1_17Uy4fBNp8lAcSmJ0Ujc2cxbQ1xXVKHcf.pdf,4852107
829,CandeKern 16mg,1,https://drive.google.com/file/d/1KhgvETnKCb2oGFeXnd8dpbS6t4vT9zVA/view?usp=sharing,1KhgvETnKCb2oGFeXnd8dpbS6t4vT9zVA,ok,200,dataset\hdsd_raw\0829_CandeKern_16mg_1_1KhgvETnKCb2oGFeXnd8dpbS6t4vT9zVA.pdf,1542669
830,Vinphason,1,https://drive.google.com/file/d/1XY9aN1I_zEAy8JdrE_ZUftx1CSNQruVz/view?usp=sharing,1XY9aN1I_zEAy8JdrE_ZUftx1CSNQruVz,ok,200,dataset\hdsd_raw\0830_Vinphason_1_1XY9aN1I_zEAy8JdrE_ZUftx1CSNQruVz.pdf,83338
830,Vinphason,2,https://drive.google.com/file/d/1G5_S1-Cf7qF1koPe7DSLoD6E3HdzREL1/view?usp=sharing,1G5_S1-Cf7qF1koPe7DSLoD6E3HdzREL1,ok,200,dataset\hdsd_raw\0830_Vinphason_2_1G5_S1-Cf7qF1koPe7DSLoD6E3HdzREL1.pdf,17505067
831,"Voxin 500mg, 1000mg",1,https://drive.google.com/file/d/17DLOeozcqvzOJZbxi7Pj2atx1LpjntoC/view?usp=sharing,17DLOeozcqvzOJZbxi7Pj2atx1LpjntoC,ok,200,dataset\hdsd_raw\0831_Voxin_500mg_1000mg_1_17DLOeozcqvzOJZbxi7Pj2atx1LpjntoC.pdf,179880
832,Vinphacine 250,1,https://drive.google.com/file/d/1FqO-S1w5AmcO8T8n-AEVeqw-91V5N5se/view?usp=sharing,1FqO-S1w5AmcO8T8n-AEVeqw-91V5N5se,ok,200,dataset\hdsd_raw\0832_Vinphacine_250_1_1FqO-S1w5AmcO8T8n-AEVeqw-91V5N5se.pdf,170838
833,Vastarel OD 80mg,1,https://drive.google.com/file/d/1Bolah1zFCXnpiF2yCLImQd0j80ZGqbQG/view?usp=sharing,1Bolah1zFCXnpiF2yCLImQd0j80ZGqbQG,ok,200,dataset\hdsd_raw\0833_Vastarel_OD_80mg_1_1Bolah1zFCXnpiF2yCLImQd0j80ZGqbQG.pdf,2294292
834,Vastarel MR 35mg,1,https://drive.google.com/file/d/1-0-fGASp89m5SbvQfdo5CmGd9xnPu7GM/view?usp=sharing,1-0-fGASp89m5SbvQfdo5CmGd9xnPu7GM,ok,200,dataset\hdsd_raw\0834_Vastarel_MR_35mg_1_1-0-fGASp89m5SbvQfdo5CmGd9xnPu7GM.pdf,7134659
835,Cordaflex 20mg,1,https://drive.google.com/file/d/1ciEOByJHptOhHhaILi1gsznwgkmZNtip/view?usp=sharing,1ciEOByJHptOhHhaILi1gsznwgkmZNtip,ok,200,dataset\hdsd_raw\0835_Cordaflex_20mg_1_1ciEOByJHptOhHhaILi1gsznwgkmZNtip.pdf,1172855
836,Vincomid,1,https://drive.google.com/file/d/1URsPz_aPae9Z8ipsw7RGQGie9gLnnxqz/view?usp=sharing,1URsPz_aPae9Z8ipsw7RGQGie9gLnnxqz,ok,200,dataset\hdsd_raw\0836_Vincomid_1_1URsPz_aPae9Z8ipsw7RGQGie9gLnnxqz.pdf,2639237
836,Vincomid,2,https://drive.google.com/file/d/1W9_D3M_uXMNL7s5PifSorrhKBJjNAK8m/view?usp=sharing,1W9_D3M_uXMNL7s5PifSorrhKBJjNAK8m,ok,200,dataset\hdsd_raw\0836_Vincomid_2_1W9_D3M_uXMNL7s5PifSorrhKBJjNAK8m.pdf,2634711
837,Xatral XL,1,https://drive.google.com/file/d/1ApeyGdpSXuaKlBii-ERsDGGvRPFaVSfy/view?usp=sharing,1ApeyGdpSXuaKlBii-ERsDGGvRPFaVSfy,bad_response:text/html,404,,0
838,CEFAMANDOL 2g,1,https://drive.google.com/file/d/1MkCS5MB7V8I93eOgtidGkqZsbA-8LOQW/view?usp=sharing,1MkCS5MB7V8I93eOgtidGkqZsbA-8LOQW,ok,200,dataset\hdsd_raw\0838_CEFAMANDOL_2g_1_1MkCS5MB7V8I93eOgtidGkqZsbA-8LOQW.pdf,2100596
839,Zinacef 750,1,https://drive.google.com/file/d/10zQlDezToNtt3yIpIB01dtQS_t09O9nH/view?usp=sharing,10zQlDezToNtt3yIpIB01dtQS_t09O9nH,ok,200,dataset\hdsd_raw\0839_Zinacef_750_1_10zQlDezToNtt3yIpIB01dtQS_t09O9nH.pdf,238105
840,"ZINNAT 250MG, 500MG",1,https://drive.google.com/file/d/1Vx4tyX3j08jTJ3KIZAlYUMfKjq9Ytlti/view?usp=sharing,1Vx4tyX3j08jTJ3KIZAlYUMfKjq9Ytlti,ok,200,dataset\hdsd_raw\0840_ZINNAT_250MG_500MG_1_1Vx4tyX3j08jTJ3KIZAlYUMfKjq9Ytlti.pdf,2400304
841,Buscopan,1,https://drive.google.com/file/d/1Upj_XwFMlWj_mJKFawRki-1kKiwWU9-8/view?usp=drive_link,1Upj_XwFMlWj_mJKFawRki-1kKiwWU9-8,ok,200,dataset\hdsd_raw\0841_Buscopan_1_1Upj_XwFMlWj_mJKFawRki-1kKiwWU9-8.pdf,65295
841,Buscopan,2,https://drive.google.com/file/d/13biFPXMjYpGWq-5rDlSpV2NVCrPnuHYh/view?usp=drive_link,13biFPXMjYpGWq-5rDlSpV2NVCrPnuHYh,ok,200,dataset\hdsd_raw\0841_Buscopan_2_13biFPXMjYpGWq-5rDlSpV2NVCrPnuHYh.pdf,1119613
842,Betaserc 24mg,1,https://drive.google.com/file/d/1K11D41ayUznWiQ0cP_tSrexE_ySrbrYy/view?usp=sharing,1K11D41ayUznWiQ0cP_tSrexE_ySrbrYy,ok,200,dataset\hdsd_raw\0842_Betaserc_24mg_1_1K11D41ayUznWiQ0cP_tSrexE_ySrbrYy.pdf,981671
843,Atoris,1,https://drive.google.com/file/d/1ytp8NKCdZx9rqQLgjIeyCIod2g4DLyWH/view?usp=sharing,1ytp8NKCdZx9rqQLgjIeyCIod2g4DLyWH,ok,200,dataset\hdsd_raw\0843_Atoris_1_1ytp8NKCdZx9rqQLgjIeyCIod2g4DLyWH.pdf,93600
844,Axitan 40mg,1,https://drive.google.com/file/d/1gUlYzdn28cvDmqTiHrYfA8xaNOl-_wPC/view?usp=sharing,1gUlYzdn28cvDmqTiHrYfA8xaNOl-_wPC,ok,200,dataset\hdsd_raw\0844_Axitan_40mg_1_1gUlYzdn28cvDmqTiHrYfA8xaNOl-_wPC.pdf,3403688
845,Avelox 400mg (viên),1,https://drive.google.com/file/d/13uKx4Cqx11ALv7c4KWQfIDnuVXDDAQQN/view?usp=sharing,13uKx4Cqx11ALv7c4KWQfIDnuVXDDAQQN,ok,200,dataset\hdsd_raw\0845_Avelox_400mg_viên_1_13uKx4Cqx11ALv7c4KWQfIDnuVXDDAQQN.pdf,292554
846,A.T Nitroglycerin inj,1,https://drive.google.com/file/d/1gPr7sdW3ju-E5BX3Y7-l7Nzf_udKUxET/view?usp=drive_link,1gPr7sdW3ju-E5BX3Y7-l7Nzf_udKUxET,ok,200,dataset\hdsd_raw\0846_A_T_Nitroglycerin_inj_1_1gPr7sdW3ju-E5BX3Y7-l7Nzf_udKUxET.pdf,3243359
847,Agifuros,1,https://drive.google.com/file/d/1rqwO6ATYrR126RJhZU10Aeq5D1A-QF4o/view?usp=sharing,1rqwO6ATYrR126RJhZU10Aeq5D1A-QF4o,ok,200,dataset\hdsd_raw\0847_Agifuros_1_1rqwO6ATYrR126RJhZU10Aeq5D1A-QF4o.pdf,9956002
848,"Arcoxia 60mg, 90 mg, 120mg",1,https://drive.google.com/file/d/1hLs25u4VGoiUSoYZx6lGSbtiNa7unC5q/view?usp=sharing,1hLs25u4VGoiUSoYZx6lGSbtiNa7unC5q,bad_response:text/html,404,,0
849,"Augmentin 250mg/12,5mg",1,https://drive.google.com/drive/folders/1Fm7n7CWgHkrCa1ODd34q0PByJ-n6yKq0,,no_file_id,,,0
850,Augmentin 1g,1,https://drive.google.com/file/d/1MgrpLvMOw7OPD8BqAU7ZWi_eJstOCYeN/view?usp=sharing,1MgrpLvMOw7OPD8BqAU7ZWi_eJstOCYeN,bad_response:text/html,404,,0
851,Augmentin 625mg,1,https://drive.google.com/file/d/1PrNI-MN0y_Yj7kddQnV-U5jam2cABEZt/view?usp=sharing,1PrNI-MN0y_Yj7kddQnV-U5jam2cABEZt,ok,200,dataset\hdsd_raw\0851_Augmentin_625mg_1_1PrNI-MN0y_Yj7kddQnV-U5jam2cABEZt.pdf,3966095
852,Amlor,1,https://drive.google.com/file/d/1vcwK8ktYDLAcUpk0ZkIEwBoxv32GG5hS/view?usp=sharing,1vcwK8ktYDLAcUpk0ZkIEwBoxv32GG5hS,bad_response:text/html,404,,0
853,SCOLAZO (Lansoprazol 15MG),1,https://drive.google.com/file/d/18jGczSAa0QHVEaFk-rggLxrjErf6hbno/view,18jGczSAa0QHVEaFk-rggLxrjErf6hbno,ok,200,dataset\hdsd_raw\0853_SCOLAZO_Lansoprazol_15MG_1_18jGczSAa0QHVEaFk-rggLxrjErf6hbno.pdf,1300932
854,GLUMEFORM 500 XR,1,https://drive.google.com/file/d/1LaPznF5bZ7DGDgxP1JYTFDBMg0uS1WHB/view,1LaPznF5bZ7DGDgxP1JYTFDBMg0uS1WHB,ok,200,dataset\hdsd_raw\0854_GLUMEFORM_500_XR_1_1LaPznF5bZ7DGDgxP1JYTFDBMg0uS1WHB.pdf,9224814
855,MAXAPIN 1G,1,https://docs.google.com/document/d/19r7U2kco-u6DFMg8FfxJUrhel0ct8frq/edit?usp=sharing&ouid=117534694973414002745&rtpof=true&sd=true,19r7U2kco-u6DFMg8FfxJUrhel0ct8frq,ok,200,dataset\hdsd_raw\0855_MAXAPIN_1G_1_19r7U2kco-u6DFMg8FfxJUrhel0ct8frq.pdf,170007
856,Meza-Calci D3,1,https://drive.google.com/file/d/1JXN3bxmAdDqj8F2O_1e4Wry_UKlzE_0g/view,1JXN3bxmAdDqj8F2O_1e4Wry_UKlzE_0g,ok,200,dataset\hdsd_raw\0856_Meza-Calci_D3_1_1JXN3bxmAdDqj8F2O_1e4Wry_UKlzE_0g.pdf,1619827
857,EPHEDRINE AGUETTANT 30MG/ML,1,https://drive.google.com/file/d/1Uvmt2vrZKl2ULDwSIYyRLlX8zqG523SN/view?usp=sharing,1Uvmt2vrZKl2ULDwSIYyRLlX8zqG523SN,ok,200,dataset\hdsd_raw\0857_EPHEDRINE_AGUETTANT_30MG_ML_1_1Uvmt2vrZKl2ULDwSIYyRLlX8zqG523SN.pdf,2780262
858,HUYẾT THANH KHÁNG ĐỘC TỐ UỐN VÁN TINH CHẾ (SAT),1,https://docs.google.com/document/d/1nyOEPoR1gd4wrDjdst7jHES5Qu7tyI6P/edit,1nyOEPoR1gd4wrDjdst7jHES5Qu7tyI6P,ok,200,dataset\hdsd_raw\0858_HUYẾT_THANH_KHÁNG_ĐỘC_TỐ_UỐN_VÁN_TINH_CHẾ_SAT_1_1nyOEPoR1gd4wrDjdst7jHES5Qu7tyI6P.pdf,133443
859,"NATRI CLORID 0,9%",1,https://drive.google.com/file/d/1fKgsn62Z4xG__zCVrRYn2UtS12KvyUZj/view,1fKgsn62Z4xG__zCVrRYn2UtS12KvyUZj,ok,200,dataset\hdsd_raw\0859_NATRI_CLORID_0_9_1_1fKgsn62Z4xG__zCVrRYn2UtS12KvyUZj.pdf,1979816
859,"NATRI CLORID 0,9%",2,https://drive.google.com/file/d/1fKgsn62Z4xG__zCVrRYn2UtS12KvyUZj/view?usp=sharing,1fKgsn62Z4xG__zCVrRYn2UtS12KvyUZj,ok,200,dataset\hdsd_raw\0859_NATRI_CLORID_0_9_2_1fKgsn62Z4xG__zCVrRYn2UtS12KvyUZj.pdf,1979816
861,Glumeben,1,https://drive.google.com/file/d/1rX656KvAAer7FStaZn6CdguIo90iCNh3/view,1rX656KvAAer7FStaZn6CdguIo90iCNh3,ok,200,dataset\hdsd_raw\0861_Glumeben_1_1rX656KvAAer7FStaZn6CdguIo90iCNh3.pdf,731700
862,PHYLLANTOL,1,https://drive.google.com/file/d/1_r_Q2mWK5LSqk2qfElVQ-Pagdef7GJQ9/view?usp=sharing,1_r_Q2mWK5LSqk2qfElVQ-Pagdef7GJQ9,bad_response:text/html,404,,0
863,SCILIN - R,1,https://drive.google.com/file/d/1sDywiBoYWCeQn8YCYMm_X0e-2XqpZfxm/view,1sDywiBoYWCeQn8YCYMm_X0e-2XqpZfxm,bad_response:text/html,404,,0
864,Stimufer,1,https://drive.google.com/file/d/1mt0vQ0ECoQGCzxpmF9cbFz6gx1t3NV8Q/view,1mt0vQ0ECoQGCzxpmF9cbFz6gx1t3NV8Q,ok,200,dataset\hdsd_raw\0864_Stimufer_1_1mt0vQ0ECoQGCzxpmF9cbFz6gx1t3NV8Q.pdf,4364455
865,Lantus solostar 100 ĐV/MLx,1,https://drive.google.com/file/d/1A6Wag1eB1l49E9nC1ojSotYQQfD0ijtL/view?usp=drive_link,1A6Wag1eB1l49E9nC1ojSotYQQfD0ijtL,bad_response:text/html,404,,0
866,MEDOVENT 30mg,1,https://drive.google.com/file/d/1W53VLnOMe4NvIt59hOqbntbSxCgadjr0/view,1W53VLnOMe4NvIt59hOqbntbSxCgadjr0,ok,200,dataset\hdsd_raw\0866_MEDOVENT_30mg_1_1W53VLnOMe4NvIt59hOqbntbSxCgadjr0.pdf,299006
867,LIDOCAIN ( 40MG/2ML),1,https://drive.google.com/file/d/1Rn4vGeQaM5cPj4Kf_XMoZ_4jI1A1NfR9/view,1Rn4vGeQaM5cPj4Kf_XMoZ_4jI1A1NfR9,ok,200,dataset\hdsd_raw\0867_LIDOCAIN_40MG_2ML_1_1Rn4vGeQaM5cPj4Kf_XMoZ_4jI1A1NfR9.pdf,2840149
868,TIENAM,1,https://drive.google.com/file/d/1M5lR5S1iLP2jfomAkhA5pae2JFYzcxpV/view,1M5lR5S1iLP2jfomAkhA5pae2JFYzcxpV,ok,200,dataset\hdsd_raw\0868_TIENAM_1_1M5lR5S1iLP2jfomAkhA5pae2JFYzcxpV.pdf,3732208
869,SMECTA,1,https://drive.google.com/file/d/1IQ88QXik8gnMNZqD7qbodxOxx_P6sNpH/view,1IQ88QXik8gnMNZqD7qbodxOxx_P6sNpH,ok,200,dataset\hdsd_raw\0869_SMECTA_1_1IQ88QXik8gnMNZqD7qbodxOxx_P6sNpH.pdf,388769
870,Lipanthyl 200M,1,https://drive.google.com/file/d/1hTp-p7gmFMJMLdhHowxvET1qyJAnkxVb/view?usp=sharing,1hTp-p7gmFMJMLdhHowxvET1qyJAnkxVb,bad_response:text/html,404,,0
871,NICOMEN 5 mg,1,https://drive.google.com/file/d/1fF7ghJmk6yquWdrwY_OncS69ASblZxVe/view,1fF7ghJmk6yquWdrwY_OncS69ASblZxVe,ok,200,dataset\hdsd_raw\0871_NICOMEN_5_mg_1_1fF7ghJmk6yquWdrwY_OncS69ASblZxVe.pdf,2844659
872,MASOPEN 250/25,1,https://drive.google.com/file/d/1jtsB12QQcTwAKIwkm7thi31lNH7oOJlY/view,1jtsB12QQcTwAKIwkm7thi31lNH7oOJlY,ok,200,dataset\hdsd_raw\0872_MASOPEN_250_25_1_1jtsB12QQcTwAKIwkm7thi31lNH7oOJlY.pdf,7263394
873,Zafular,1,https://drive.google.com/file/d/15zp8hlnQDLbtIsNFBy-4rFwTawHmboEg/view?usp=drive_link,15zp8hlnQDLbtIsNFBy-4rFwTawHmboEg,bad_response:text/html,404,,0
874,POLYGYNAX,1,https://drive.google.com/file/d/1sclnAwmMRxQHxuM1HeJhXaqUcoiUQCK2/view?usp=drive_link,1sclnAwmMRxQHxuM1HeJhXaqUcoiUQCK2,ok,200,dataset\hdsd_raw\0874_POLYGYNAX_1_1sclnAwmMRxQHxuM1HeJhXaqUcoiUQCK2.pdf,3645104
875,SCILIN N,1,https://drive.google.com/file/d/17c41kzb88iqwNRb_YVkpIrxxkO5LeoZk/view,17c41kzb88iqwNRb_YVkpIrxxkO5LeoZk,ok,200,dataset\hdsd_raw\0875_SCILIN_N_1_17c41kzb88iqwNRb_YVkpIrxxkO5LeoZk.pdf,350442
877,TENAMYD-CEFOTAXIME,1,https://drive.google.com/file/d/1hZZogRs6X2MS8jXP8Fmyc8JpXDzDp6FN/view,1hZZogRs6X2MS8jXP8Fmyc8JpXDzDp6FN,bad_response:text/html,404,,0
879,AMBROXOL - H,1,https://drive.google.com/file/d/135DZodzOD9DUDTg6n8PKMadetw3WMDbm/view,135DZodzOD9DUDTg6n8PKMadetw3WMDbm,ok,200,dataset\hdsd_raw\0879_AMBROXOL_-_H_1_135DZodzOD9DUDTg6n8PKMadetw3WMDbm.pdf,3177678
880,VINSALMOL 5mg,1,https://drive.google.com/file/d/1mAcLc-dAogSCiFwepLW2j3ymuiX16gBn/view,1mAcLc-dAogSCiFwepLW2j3ymuiX16gBn,ok,200,dataset\hdsd_raw\0880_VINSALMOL_5mg_1_1mAcLc-dAogSCiFwepLW2j3ymuiX16gBn.pdf,2257409
881,CEFTIZOXIM 1G,1,https://drive.google.com/file/d/1h5NF9yvbxhfe4wG34Ebmw-VnDXPECMb9/view,1h5NF9yvbxhfe4wG34Ebmw-VnDXPECMb9,ok,200,dataset\hdsd_raw\0881_CEFTIZOXIM_1G_1_1h5NF9yvbxhfe4wG34Ebmw-VnDXPECMb9.pdf,483001
882,MOXACIN 500mg,1,https://drive.google.com/file/d/1fCajCJdWYmqvHC25u8tqUGsWfP-T0pjE/view?usp=sharing,1fCajCJdWYmqvHC25u8tqUGsWfP-T0pjE,ok,200,dataset\hdsd_raw\0882_MOXACIN_500mg_1_1fCajCJdWYmqvHC25u8tqUGsWfP-T0pjE.pdf,12042285
883,PARACETAMOL KABI 1000,1,https://drive.google.com/file/d/1W65-kV9dNyT_bfmCAmu20Xh829jUokgC/view,1W65-kV9dNyT_bfmCAmu20Xh829jUokgC,ok,200,dataset\hdsd_raw\0883_PARACETAMOL_KABI_1000_1_1W65-kV9dNyT_bfmCAmu20Xh829jUokgC.pdf,848014
884,VANCOMYCIN 1G,1,https://drive.google.com/file/d/1xiwLe1VHTMbdXTCSR2P56z5YEov7MNx4/view?usp=sharing,1xiwLe1VHTMbdXTCSR2P56z5YEov7MNx4,ok,200,dataset\hdsd_raw\0884_VANCOMYCIN_1G_1_1xiwLe1VHTMbdXTCSR2P56z5YEov7MNx4.pdf,3721817
885,SMOFLIPID 20%,1,https://drive.google.com/file/d/1TG3xSQf0T1ZepjZyZ6HC9Gy-VpKysmTl/view,1TG3xSQf0T1ZepjZyZ6HC9Gy-VpKysmTl,ok,200,dataset\hdsd_raw\0885_SMOFLIPID_20_1_1TG3xSQf0T1ZepjZyZ6HC9Gy-VpKysmTl.pdf,1251401
